,Course_Code,Course_Title,Course_Credits,Requirement_Status,Materials_Available,Year,Grade,Attendance_Percentage,Mode
6453,CSC 439,Statistical Processing Systems,3,E,No,4,D,84.0,Hybrid
6454,CSC 439,Statistical Processing Systems,3,E,Yes,4,B,76.1,Hybrid
6455,CSC 439,Statistical Processing Systems,3,E,Yes,4,C,71.5,Online
6456,CSC 439,Statistical Processing Systems,3,E,Yes,4,D,74.6,Hybrid
6457,CSC 439,Statistical Processing Systems,3,E,No,4,A,81.3,Physical
6458,CSC 439,Statistical Processing Systems,3,E,Yes,4,D,71.3,Hybrid
6459,CSC 439,Statistical Processing Systems,3,E,Yes,4,B,83.6,Hybrid
6460,CSC 439,Statistical Processing Systems,3,E,No,4,B,89.6,Physical
6461,CSC 439,Statistical Processing Systems,3,E,Yes,4,B,82.9,Online
6462,CSC 439,Statistical Processing Systems,3,E,Yes,4,E,63.9,Online
6463,CSC 439,Statistical Processing Systems,3,E,Yes,4,F,67.2,Physical
6464,CSC 439,Statistical Processing Systems,3,E,Yes,4,D,75.9,Hybrid
6465,CSC 439,Statistical Processing Systems,3,E,No,4,B,85.1,Hybrid
6466,CSC 439,Statistical Processing Systems,3,E,Yes,4,C,80.7,Physical
6467,CSC 439,Statistical Processing Systems,3,E,Yes,4,B,87.2,Hybrid
6468,CSC 439,Statistical Processing Systems,3,E,Yes,4,A,70.3,Online
6469,CSC 439,Statistical Processing Systems,3,E,Yes,4,A,89.9,Online
6470,CSC 439,Statistical Processing Systems,3,E,Yes,4,E,75.7,Physical
6471,CSC 439,Statistical Processing Systems,3,E,Yes,4,B,84.4,Physical
6472,CSC 439,Statistical Processing Systems,3,E,Yes,4,D,70.3,Physical
6473,CSC 439,Statistical Processing Systems,3,E,Yes,4,A,88.0,Physical
6474,CSC 439,Statistical Processing Systems,3,E,No,4,C,81.5,Hybrid
6475,CSC 439,Statistical Processing Systems,3,E,Yes,4,A,74.8,Hybrid
6476,CSC 439,Statistical Processing Systems,3,E,Yes,4,B,85.7,Physical
6477,CSC 439,Statistical Processing Systems,3,E,No,4,C,80.8,Physical
6478,CSC 439,Statistical Processing Systems,3,E,Yes,4,D,73.1,Hybrid
6479,CSC 439,Statistical Processing Systems,3,E,No,4,C,67.0,Online
6480,CSC 439,Statistical Processing Systems,3,E,No,4,D,84.4,Hybrid
6481,CSC 439,Statistical Processing Systems,3,E,Yes,4,B,71.4,Hybrid
6482,CSC 439,Statistical Processing Systems,3,E,Yes,4,B,87.1,Physical
6483,CSC 439,Statistical Processing Systems,3,E,No,4,B,95.7,Physical
6484,CSC 439,Statistical Processing Systems,3,E,Yes,4,F,72.9,Physical
6485,CSC 439,Statistical Processing Systems,3,E,Yes,4,B,80.0,Physical
6486,CSC 439,Statistical Processing Systems,3,E,Yes,4,C,89.1,Physical
6487,CSC 439,Statistical Processing Systems,3,E,Yes,4,A,87.4,Physical
6488,CSC 439,Statistical Processing Systems,3,E,No,4,B,86.1,Hybrid
6489,CSC 439,Statistical Processing Systems,3,E,Yes,4,A,78.0,Hybrid
6490,CSC 439,Statistical Processing Systems,3,E,Yes,4,A,82.8,Hybrid
6491,CSC 439,Statistical Processing Systems,3,E,Yes,4,B,79.0,Hybrid
6492,CSC 439,Statistical Processing Systems,3,E,No,4,B,92.8,Physical
6493,CSC 439,Statistical Processing Systems,3,E,Yes,4,D,85.0,Hybrid
6494,CSC 439,Statistical Processing Systems,3,E,No,4,A,84.1,Physical
6495,CSC 439,Statistical Processing Systems,3,E,Yes,4,A,82.7,Physical
6496,CSC 439,Statistical Processing Systems,3,E,Yes,4,E,71.4,Hybrid
6497,CSC 439,Statistical Processing Systems,3,E,Yes,4,C,79.5,Hybrid
6498,CSC 439,Statistical Processing Systems,3,E,Yes,4,C,74.9,Online
6499,CSC 439,Statistical Processing Systems,3,E,No,4,A,91.2,Physical
6500,CSC 451,Human Computer Interface,2,C,No,4,A,74.1,Online
6501,CSC 451,Human Computer Interface,2,C,No,4,C,77.8,Physical
6502,CSC 451,Human Computer Interface,2,C,Yes,4,C,65.2,Online
6503,CSC 451,Human Computer Interface,2,C,Yes,4,C,84.8,Hybrid
6504,CSC 451,Human Computer Interface,2,C,No,4,D,81.7,Physical
6505,CSC 451,Human Computer Interface,2,C,No,4,A,78.8,Physical
6506,CSC 451,Human Computer Interface,2,C,Yes,4,C,80.4,Physical
6507,CSC 451,Human Computer Interface,2,C,Yes,4,C,73.7,Online
6508,CSC 451,Human Computer Interface,2,C,No,4,D,78.6,Physical
6509,CSC 451,Human Computer Interface,2,C,No,4,C,78.4,Physical
6510,CSC 451,Human Computer Interface,2,C,Yes,4,C,79.5,Hybrid
6511,CSC 451,Human Computer Interface,2,C,No,4,B,88.7,Hybrid
6512,CSC 451,Human Computer Interface,2,C,No,4,D,86.6,Physical
6513,CSC 451,Human Computer Interface,2,C,Yes,4,F,72.4,Hybrid
6514,CSC 451,Human Computer Interface,2,C,Yes,4,A,92.1,Physical
6515,CSC 451,Human Computer Interface,2,C,Yes,4,C,72.5,Online
6516,CSC 451,Human Computer Interface,2,C,No,4,A,86.9,Hybrid
6517,CSC 451,Human Computer Interface,2,C,Yes,4,C,69.7,Hybrid
6518,CSC 451,Human Computer Interface,2,C,Yes,4,C,73.6,Online
6519,CSC 451,Human Computer Interface,2,C,Yes,4,C,76.0,Physical
6520,CSC 451,Human Computer Interface,2,C,Yes,4,C,77.4,Hybrid
6521,CSC 451,Human Computer Interface,2,C,Yes,4,B,74.9,Physical
6522,CSC 451,Human Computer Interface,2,C,No,4,C,84.9,Hybrid
6523,CSC 451,Human Computer Interface,2,C,Yes,4,A,75.4,Online
6524,CSC 451,Human Computer Interface,2,C,Yes,4,B,61.9,Online
6525,CSC 451,Human Computer Interface,2,C,No,4,A,75.6,Online
6526,CSC 451,Human Computer Interface,2,C,Yes,4,C,80.2,Physical
6527,CSC 451,Human Computer Interface,2,C,Yes,4,A,78.8,Hybrid
6528,CSC 451,Human Computer Interface,2,C,Yes,4,B,68.3,Hybrid
6529,CSC 451,Human Computer Interface,2,C,Yes,4,B,69.4,Online
6530,CSC 451,Human Computer Interface,2,C,Yes,4,B,77.6,Hybrid
6531,CSC 451,Human Computer Interface,2,C,No,4,D,81.6,Hybrid
6532,CSC 451,Human Computer Interface,2,C,No,4,B,80.3,Hybrid
6533,CSC 451,Human Computer Interface,2,C,Yes,4,F,74.4,Online
6534,CSC 451,Human Computer Interface,2,C,Yes,4,B,79.7,Hybrid
6535,CSC 451,Human Computer Interface,2,C,No,4,B,81.0,Physical
6536,CSC 451,Human Computer Interface,2,C,No,4,B,77.6,Online
6537,CSC 451,Human Computer Interface,2,C,Yes,4,B,70.7,Hybrid
6538,CSC 451,Human Computer Interface,2,C,Yes,4,B,73.3,Physical
6539,CSC 451,Human Computer Interface,2,C,No,4,B,87.8,Physical
6540,CSC 451,Human Computer Interface,2,C,Yes,4,B,78.5,Physical
6541,CSC 451,Human Computer Interface,2,C,Yes,4,B,72.0,Hybrid
6542,CSC 451,Human Computer Interface,2,C,Yes,4,A,82.1,Physical
6543,CSC 451,Human Computer Interface,2,C,No,4,B,86.5,Hybrid
6544,CSC 451,Human Computer Interface,2,C,No,4,C,86.5,Physical
6545,CSC 451,Human Computer Interface,2,C,No,4,A,89.5,Physical
6546,CSC 451,Human Computer Interface,2,C,No,4,D,76.4,Physical
6547,CSC 451,Human Computer Interface,2,C,No,4,A,83.4,Hybrid
6548,CSC 451,Human Computer Interface,2,C,No,4,A,91.7,Hybrid
6549,CSC 451,Human Computer Interface,2,C,No,4,C,79.1,Physical
6550,CSC 451,Human Computer Interface,2,C,No,4,C,81.1,Hybrid
6551,CSC 451,Human Computer Interface,2,C,Yes,4,B,65.1,Online
6552,CSC 451,Human Computer Interface,2,C,Yes,4,C,76.1,Physical
6553,CSC 451,Human Computer Interface,2,C,No,4,B,88.1,Physical
6554,CSC 451,Human Computer Interface,2,C,No,4,A,82.1,Physical
6555,CSC 451,Human Computer Interface,2,C,No,4,B,83.3,Physical
6556,CSC 451,Human Computer Interface,2,C,No,4,A,87.0,Hybrid
6557,CSC 451,Human Computer Interface,2,C,Yes,4,D,61.6,Online
6558,CSC 451,Human Computer Interface,2,C,No,4,C,75.7,Physical
6559,CSC 451,Human Computer Interface,2,C,No,4,D,84.1,Hybrid
6560,CSC 451,Human Computer Interface,2,C,Yes,4,F,66.3,Physical
6561,CSC 451,Human Computer Interface,2,C,No,4,E,84.2,Physical
6562,CSC 451,Human Computer Interface,2,C,Yes,4,B,68.5,Physical
6563,CSC 451,Human Computer Interface,2,C,No,4,F,65.8,Online
6564,CSC 451,Human Computer Interface,2,C,Yes,4,F,66.0,Physical
6565,CSC 451,Human Computer Interface,2,C,Yes,4,A,75.2,Hybrid
6566,CSC 451,Human Computer Interface,2,C,No,4,B,69.3,Physical
6567,CSC 451,Human Computer Interface,2,C,Yes,4,C,67.4,Physical
6568,CSC 451,Human Computer Interface,2,C,Yes,4,D,68.9,Physical
6569,CSC 451,Human Computer Interface,2,C,Yes,4,D,71.5,Physical
6570,CSC 451,Human Computer Interface,2,C,Yes,4,B,76.5,Physical
6571,CSC 451,Human Computer Interface,2,C,Yes,4,C,74.8,Physical
6572,CSC 451,Human Computer Interface,2,C,No,4,F,82.1,Physical
6573,CSC 451,Human Computer Interface,2,C,No,4,C,74.1,Hybrid
6574,CSC 451,Human Computer Interface,2,C,Yes,4,C,82.2,Physical
6575,CSC 451,Human Computer Interface,2,C,No,4,D,77.8,Physical
6576,CSC 451,Human Computer Interface,2,C,No,4,A,80.7,Hybrid
6577,CSC 451,Human Computer Interface,2,C,Yes,4,C,75.1,Hybrid
6578,CSC 451,Human Computer Interface,2,C,Yes,4,A,64.3,Online
6579,CSC 451,Human Computer Interface,2,C,Yes,4,A,84.8,Physical
6580,CSC 451,Human Computer Interface,2,C,No,4,E,77.8,Physical
6581,CSC 451,Human Computer Interface,2,C,Yes,4,D,71.0,Physical
6582,CSC 451,Human Computer Interface,2,C,No,4,A,93.4,Physical
6583,CSC 451,Human Computer Interface,2,C,No,4,B,78.4,Physical
6584,CSC 451,Human Computer Interface,2,C,Yes,4,A,70.0,Online
6585,CSC 451,Human Computer Interface,2,C,No,4,C,69.3,Online
6586,CSC 451,Human Computer Interface,2,C,Yes,4,C,72.6,Online
6587,CSC 451,Human Computer Interface,2,C,No,4,A,76.4,Online
6588,CSC 451,Human Computer Interface,2,C,Yes,4,A,76.7,Hybrid
6589,CSC 451,Human Computer Interface,2,C,No,4,D,80.6,Physical
6590,CSC 451,Human Computer Interface,2,C,Yes,4,B,80.8,Hybrid
6591,CSC 451,Human Computer Interface,2,C,Yes,4,C,75.1,Hybrid
6592,CSC 451,Human Computer Interface,2,C,Yes,4,A,89.0,Physical
6593,CSC 451,Human Computer Interface,2,C,Yes,4,C,61.8,Online
6594,CSC 451,Human Computer Interface,2,C,Yes,4,D,70.8,Hybrid
6595,CSC 451,Human Computer Interface,2,C,Yes,4,E,77.1,Physical
6596,CSC 451,Human Computer Interface,2,C,No,4,D,80.3,Hybrid
6597,CSC 451,Human Computer Interface,2,C,No,4,C,78.4,Physical
6598,CSC 451,Human Computer Interface,2,C,Yes,4,C,78.6,Physical
6599,CSC 451,Human Computer Interface,2,C,Yes,4,C,76.5,Physical
6600,CSC 455,Net-Centric Computing,2,C,No,4,B,84.3,Physical
6601,CSC 455,Net-Centric Computing,2,C,Yes,4,A,83.4,Physical
6602,CSC 455,Net-Centric Computing,2,C,No,4,C,64.3,Online
6603,CSC 455,Net-Centric Computing,2,C,No,4,D,79.7,Online
6604,CSC 455,Net-Centric Computing,2,C,Yes,4,B,75.2,Physical
6605,CSC 455,Net-Centric Computing,2,C,No,4,F,65.6,Hybrid
6606,CSC 455,Net-Centric Computing,2,C,No,4,F,74.9,Hybrid
6607,CSC 455,Net-Centric Computing,2,C,Yes,4,B,73.8,Physical
6608,CSC 455,Net-Centric Computing,2,C,No,4,B,83.2,Physical
6609,CSC 455,Net-Centric Computing,2,C,Yes,4,C,75.3,Physical
6610,CSC 455,Net-Centric Computing,2,C,Yes,4,E,65.2,Hybrid
6611,CSC 455,Net-Centric Computing,2,C,Yes,4,B,78.6,Online
6612,CSC 455,Net-Centric Computing,2,C,Yes,4,B,71.6,Online
6613,CSC 455,Net-Centric Computing,2,C,Yes,4,A,83.3,Physical
6614,CSC 455,Net-Centric Computing,2,C,Yes,4,B,85.6,Physical
6615,CSC 455,Net-Centric Computing,2,C,No,4,A,70.5,Online
6616,CSC 455,Net-Centric Computing,2,C,Yes,4,C,64.0,Online
6617,CSC 455,Net-Centric Computing,2,C,Yes,4,B,70.6,Physical
6618,CSC 455,Net-Centric Computing,2,C,Yes,4,A,70.3,Online
6619,CSC 455,Net-Centric Computing,2,C,No,4,B,69.2,Physical
6620,CSC 455,Net-Centric Computing,2,C,No,4,A,86.6,Physical
6621,CSC 455,Net-Centric Computing,2,C,No,4,E,81.1,Hybrid
6622,CSC 455,Net-Centric Computing,2,C,No,4,B,85.8,Physical
6623,CSC 455,Net-Centric Computing,2,C,No,4,E,84.5,Physical
6624,CSC 455,Net-Centric Computing,2,C,Yes,4,C,64.4,Physical
6625,CSC 455,Net-Centric Computing,2,C,Yes,4,B,74.7,Physical
6626,CSC 455,Net-Centric Computing,2,C,Yes,4,C,75.0,Physical
6627,CSC 455,Net-Centric Computing,2,C,Yes,4,C,71.4,Physical
6628,CSC 455,Net-Centric Computing,2,C,No,4,B,88.0,Physical
6629,CSC 455,Net-Centric Computing,2,C,No,4,C,81.6,Physical
6630,CSC 455,Net-Centric Computing,2,C,No,4,B,83.4,Physical
6631,CSC 455,Net-Centric Computing,2,C,No,4,A,78.3,Online
6632,CSC 455,Net-Centric Computing,2,C,Yes,4,A,79.9,Physical
6633,CSC 455,Net-Centric Computing,2,C,No,4,B,79.2,Physical
6634,CSC 455,Net-Centric Computing,2,C,Yes,4,A,77.6,Physical
6635,CSC 455,Net-Centric Computing,2,C,No,4,C,90.3,Physical
6636,CSC 455,Net-Centric Computing,2,C,Yes,4,C,74.2,Hybrid
6637,CSC 455,Net-Centric Computing,2,C,No,4,B,70.0,Online
6638,CSC 455,Net-Centric Computing,2,C,No,4,B,85.5,Physical
6639,CSC 455,Net-Centric Computing,2,C,No,4,C,86.5,Physical
6640,CSC 455,Net-Centric Computing,2,C,Yes,4,E,68.5,Hybrid
6641,CSC 455,Net-Centric Computing,2,C,Yes,4,D,71.9,Hybrid
6642,CSC 455,Net-Centric Computing,2,C,Yes,4,B,74.5,Physical
6643,CSC 455,Net-Centric Computing,2,C,Yes,4,A,75.4,Hybrid
6644,CSC 455,Net-Centric Computing,2,C,Yes,4,B,65.7,Online
6645,CSC 455,Net-Centric Computing,2,C,No,4,B,87.1,Hybrid
6646,CSC 455,Net-Centric Computing,2,C,No,4,B,84.3,Physical
6647,CSC 455,Net-Centric Computing,2,C,No,4,A,87.4,Physical
6648,CSC 455,Net-Centric Computing,2,C,No,4,C,80.7,Hybrid
6649,CSC 455,Net-Centric Computing,2,C,No,4,D,69.9,Hybrid
6650,CSC 455,Net-Centric Computing,2,C,Yes,4,C,74.9,Physical
6651,CSC 455,Net-Centric Computing,2,C,No,4,A,89.5,Physical
6652,CSC 455,Net-Centric Computing,2,C,Yes,4,A,75.4,Hybrid
6653,CSC 455,Net-Centric Computing,2,C,No,4,A,84.7,Hybrid
6654,CSC 455,Net-Centric Computing,2,C,Yes,4,B,76.5,Physical
6655,CSC 455,Net-Centric Computing,2,C,Yes,4,A,70.8,Online
6656,CSC 455,Net-Centric Computing,2,C,No,4,D,75.3,Hybrid
6657,CSC 455,Net-Centric Computing,2,C,Yes,4,B,72.6,Hybrid
6658,CSC 455,Net-Centric Computing,2,C,No,4,A,96.4,Physical
6659,CSC 455,Net-Centric Computing,2,C,Yes,4,A,80.5,Physical
6660,CSC 455,Net-Centric Computing,2,C,Yes,4,D,71.2,Physical
6661,CSC 455,Net-Centric Computing,2,C,No,4,F,78.3,Physical
6662,CSC 455,Net-Centric Computing,2,C,Yes,4,C,73.6,Online
6663,CSC 455,Net-Centric Computing,2,C,Yes,4,C,80.0,Physical
6664,CSC 455,Net-Centric Computing,2,C,Yes,4,F,77.7,Physical
6665,CSC 455,Net-Centric Computing,2,C,No,4,D,67.2,Online
6666,CSC 455,Net-Centric Computing,2,C,Yes,4,C,82.3,Physical
6667,CSC 455,Net-Centric Computing,2,C,Yes,4,C,70.9,Online
6668,CSC 455,Net-Centric Computing,2,C,Yes,4,A,80.9,Physical
6669,CSC 455,Net-Centric Computing,2,C,Yes,4,A,77.8,Physical
6670,CSC 455,Net-Centric Computing,2,C,Yes,4,A,65.2,Online
6671,CSC 455,Net-Centric Computing,2,C,Yes,4,C,74.3,Hybrid
6672,CSC 455,Net-Centric Computing,2,C,Yes,4,C,59.5,Online
6673,CSC 455,Net-Centric Computing,2,C,No,4,B,86.1,Physical
6674,CSC 455,Net-Centric Computing,2,C,Yes,4,B,74.4,Online
6675,CSC 455,Net-Centric Computing,2,C,Yes,4,D,68.2,Physical
6676,CSC 455,Net-Centric Computing,2,C,Yes,4,A,80.0,Physical
6677,CSC 455,Net-Centric Computing,2,C,Yes,4,C,83.0,Hybrid
6678,CSC 455,Net-Centric Computing,2,C,Yes,4,B,75.2,Online
6679,CSC 455,Net-Centric Computing,2,C,Yes,4,D,65.4,Hybrid
6680,CSC 455,Net-Centric Computing,2,C,Yes,4,E,75.4,Hybrid
6681,CSC 455,Net-Centric Computing,2,C,No,4,C,84.5,Online
6682,CSC 455,Net-Centric Computing,2,C,Yes,4,A,75.4,Physical
6683,CSC 455,Net-Centric Computing,2,C,Yes,4,C,71.5,Physical
6684,CSC 455,Net-Centric Computing,2,C,Yes,4,A,76.0,Online
6685,CSC 455,Net-Centric Computing,2,C,No,4,A,82.0,Hybrid
6686,CSC 455,Net-Centric Computing,2,C,Yes,4,D,75.7,Hybrid
6687,CSC 455,Net-Centric Computing,2,C,Yes,4,D,63.6,Online
6688,CSC 455,Net-Centric Computing,2,C,Yes,4,B,73.5,Online
6689,CSC 455,Net-Centric Computing,2,C,Yes,4,A,80.4,Online
6690,CSC 455,Net-Centric Computing,2,C,No,4,A,86.3,Online
6691,CSC 455,Net-Centric Computing,2,C,No,4,B,74.6,Hybrid
6692,CSC 455,Net-Centric Computing,2,C,Yes,4,B,68.3,Online
6693,CSC 455,Net-Centric Computing,2,C,Yes,4,B,66.5,Online
6694,CSC 455,Net-Centric Computing,2,C,No,4,B,86.5,Physical
6695,CSC 455,Net-Centric Computing,2,C,Yes,4,A,80.6,Hybrid
6696,CSC 455,Net-Centric Computing,2,C,No,4,B,89.8,Physical
6697,CSC 455,Net-Centric Computing,2,C,Yes,4,C,79.1,Physical
6698,CSC 455,Net-Centric Computing,2,C,No,4,C,80.9,Hybrid
6699,CSC 455,Net-Centric Computing,2,C,Yes,4,A,70.2,Hybrid
6700,CSC 497,Seminar on special topics in computer science,3,E,Yes,4,E,66.4,Online
6701,CSC 497,Seminar on special topics in computer science,3,E,No,4,D,80.0,Hybrid
6702,CSC 497,Seminar on special topics in computer science,3,E,No,4,C,80.6,Online
6703,CSC 497,Seminar on special topics in computer science,3,E,Yes,4,D,68.5,Hybrid
6704,CSC 497,Seminar on special topics in computer science,3,E,No,4,B,95.5,Physical
6705,CSC 497,Seminar on special topics in computer science,3,E,Yes,4,A,83.4,Hybrid
6706,CSC 497,Seminar on special topics in computer science,3,E,Yes,4,C,68.2,Online
6707,CSC 497,Seminar on special topics in computer science,3,E,Yes,4,E,71.6,Physical
6708,CSC 497,Seminar on special topics in computer science,3,E,Yes,4,E,74.2,Hybrid
6709,CSC 497,Seminar on special topics in computer science,3,E,No,4,C,89.1,Hybrid
6710,CSC 497,Seminar on special topics in computer science,3,E,No,4,C,89.7,Hybrid
6711,CSC 497,Seminar on special topics in computer science,3,E,No,4,A,85.8,Physical
6712,CSC 497,Seminar on special topics in computer science,3,E,Yes,4,B,78.2,Hybrid
6713,CSC 497,Seminar on special topics in computer science,3,E,Yes,4,A,73.5,Hybrid
6714,CSC 497,Seminar on special topics in computer science,3,E,Yes,4,F,75.3,Physical
6715,CSC 497,Seminar on special topics in computer science,3,E,Yes,4,B,64.4,Online
6716,CSC 497,Seminar on special topics in computer science,3,E,Yes,4,A,81.8,Hybrid
6717,CSC 497,Seminar on special topics in computer science,3,E,Yes,4,F,71.7,Physical
6718,CSC 497,Seminar on special topics in computer science,3,E,No,4,B,81.4,Hybrid
6719,CSC 497,Seminar on special topics in computer science,3,E,Yes,4,B,82.7,Physical
6720,CSC 497,Seminar on special topics in computer science,3,E,Yes,4,A,83.3,Physical
6721,CSC 497,Seminar on special topics in computer science,3,E,No,4,A,90.2,Physical
6722,CSC 497,Seminar on special topics in computer science,3,E,No,4,F,70.4,Online
6723,CSC 497,Seminar on special topics in computer science,3,E,Yes,4,C,76.2,Online
6724,CSC 497,Seminar on special topics in computer science,3,E,Yes,4,A,83.1,Hybrid
6725,CSC 497,Seminar on special topics in computer science,3,E,Yes,4,F,67.3,Physical
6726,CSC 497,Seminar on special topics in computer science,3,E,Yes,4,C,83.9,Physical
6727,CSC 497,Seminar on special topics in computer science,3,E,No,4,B,81.1,Hybrid
6728,CSC 497,Seminar on special topics in computer science,3,E,No,4,A,93.7,Physical
6729,CSC 497,Seminar on special topics in computer science,3,E,Yes,4,C,81.1,Physical
6730,CSC 497,Seminar on special topics in computer science,3,E,No,4,D,84.1,Online
6731,CSC 497,Seminar on special topics in computer science,3,E,No,4,A,87.3,Hybrid
6732,CSC 497,Seminar on special topics in computer science,3,E,No,4,C,86.6,Physical
6733,CSC 497,Seminar on special topics in computer science,3,E,Yes,4,B,84.9,Physical
6734,CSC 497,Seminar on special topics in computer science,3,E,Yes,4,C,84.0,Physical
6735,CSC 497,Seminar on special topics in computer science,3,E,Yes,4,C,75.3,Hybrid
6736,CSC 497,Seminar on special topics in computer science,3,E,No,4,D,92.7,Physical
6737,CSC 497,Seminar on special topics in computer science,3,E,No,4,D,71.6,Online
6738,CSC 497,Seminar on special topics in computer science,3,E,No,4,A,97.0,Physical
6739,CSC 497,Seminar on special topics in computer science,3,E,Yes,4,B,75.6,Physical
6740,CSC 497,Seminar on special topics in computer science,3,E,No,4,B,76.5,Hybrid
6741,CSC 497,Seminar on special topics in computer science,3,E,No,4,A,86.5,Physical
6742,CSC 497,Seminar on special topics in computer science,3,E,No,4,D,81.9,Hybrid
6743,CSC 497,Seminar on special topics in computer science,3,E,Yes,4,A,91.8,Physical
6744,CSC 497,Seminar on special topics in computer science,3,E,Yes,4,D,77.6,Physical
6745,CSC 497,Seminar on special topics in computer science,3,E,Yes,4,F,82.1,Physical
6746,CSC 497,Seminar on special topics in computer science,3,E,Yes,4,C,73.1,Physical
6747,CSC 497,Seminar on special topics in computer science,3,E,No,4,B,84.1,Online
6748,CSC 497,Seminar on special topics in computer science,3,E,Yes,4,C,75.8,Physical
6749,CSC 497,Seminar on special topics in computer science,3,E,Yes,4,C,80.1,Physical
6750,CSC 497,Seminar on special topics in computer science,3,E,Yes,4,B,78.7,Hybrid
6751,CSC 497,Seminar on special topics in computer science,3,E,Yes,4,A,81.9,Physical
6752,CSC 497,Seminar on special topics in computer science,3,E,No,4,F,69.0,Online
6753,CSC 497,Seminar on special topics in computer science,3,E,No,4,D,89.6,Physical
6754,CSC 497,Seminar on special topics in computer science,3,E,Yes,4,A,86.8,Physical
6755,CSC 497,Seminar on special topics in computer science,3,E,No,4,A,83.0,Online
6756,CSC 497,Seminar on special topics in computer science,3,E,No,4,A,100.0,Physical
6757,CSC 497,Seminar on special topics in computer science,3,E,No,4,B,83.7,Physical
6758,CSC 497,Seminar on special topics in computer science,3,E,Yes,4,D,82.8,Physical
6759,CSC 497,Seminar on special topics in computer science,3,E,No,4,B,94.8,Physical
6760,CSC 497,Seminar on special topics in computer science,3,E,Yes,4,B,85.6,Physical
6761,CSC 497,Seminar on special topics in computer science,3,E,No,4,F,82.8,Physical
6762,CSC 497,Seminar on special topics in computer science,3,E,No,4,A,87.3,Hybrid
6763,CSC 497,Seminar on special topics in computer science,3,E,No,4,E,75.3,Hybrid
6764,CSC 497,Seminar on special topics in computer science,3,E,Yes,4,B,88.1,Physical
6765,CSC 497,Seminar on special topics in computer science,3,E,No,4,C,71.1,Hybrid
6766,CSC 497,Seminar on special topics in computer science,3,E,Yes,4,B,74.4,Online
6767,CSC 497,Seminar on special topics in computer science,3,E,Yes,4,C,83.6,Physical
6768,CSC 497,Seminar on special topics in computer science,3,E,Yes,4,E,74.0,Hybrid
6769,CSC 497,Seminar on special topics in computer science,3,E,Yes,4,C,66.9,Hybrid
6770,CSC 497,Seminar on special topics in computer science,3,E,Yes,4,B,84.7,Physical
6771,CSC 497,Seminar on special topics in computer science,3,E,Yes,4,D,81.8,Physical
6772,CSC 497,Seminar on special topics in computer science,3,E,No,4,C,73.4,Online
6773,CSC 497,Seminar on special topics in computer science,3,E,Yes,4,B,87.7,Physical
6774,CSC 497,Seminar on special topics in computer science,3,E,No,4,C,90.3,Hybrid
6775,CSC 497,Seminar on special topics in computer science,3,E,No,4,A,88.0,Physical
6776,CSC 497,Seminar on special topics in computer science,3,E,No,4,A,86.4,Online
6777,CSC 497,Seminar on special topics in computer science,3,E,Yes,4,B,75.7,Hybrid
6778,CSC 497,Seminar on special topics in computer science,3,E,No,4,D,77.5,Hybrid
6779,CSC 497,Seminar on special topics in computer science,3,E,Yes,4,C,91.3,Physical
6780,CSC 497,Seminar on special topics in computer science,3,E,Yes,4,B,81.4,Hybrid
6781,CSC 497,Seminar on special topics in computer science,3,E,No,4,B,87.7,Physical
6782,CSC 497,Seminar on special topics in computer science,3,E,No,4,A,78.4,Online
6783,CSC 497,Seminar on special topics in computer science,3,E,Yes,4,A,82.5,Physical
6784,CSC 497,Seminar on special topics in computer science,3,E,No,4,B,79.5,Physical
6785,CSC 497,Seminar on special topics in computer science,3,E,Yes,4,C,67.3,Physical
6786,CSC 497,Seminar on special topics in computer science,3,E,No,4,A,79.6,Physical
6787,CSC 497,Seminar on special topics in computer science,3,E,No,4,E,83.0,Physical
6788,CSC 497,Seminar on special topics in computer science,3,E,Yes,4,A,77.7,Physical
6789,CSC 497,Seminar on special topics in computer science,3,E,Yes,4,B,76.4,Physical
6790,CSC 497,Seminar on special topics in computer science,3,E,No,4,B,95.3,Physical
6791,CSC 497,Seminar on special topics in computer science,3,E,Yes,4,B,78.0,Hybrid
6792,CSC 497,Seminar on special topics in computer science,3,E,Yes,4,B,83.7,Physical
6793,CSC 497,Seminar on special topics in computer science,3,E,Yes,4,A,77.0,Online
6794,CSC 497,Seminar on special topics in computer science,3,E,No,4,A,82.1,Hybrid
6795,CSC 497,Seminar on special topics in computer science,3,E,Yes,4,A,77.7,Online
6796,CSC 497,Seminar on special topics in computer science,3,E,No,4,B,87.9,Physical
6797,CSC 497,Seminar on special topics in computer science,3,E,Yes,4,C,79.2,Hybrid
6798,CSC 497,Seminar on special topics in computer science,3,E,Yes,4,A,89.3,Hybrid
6799,CSC 497,Seminar on special topics in computer science,3,E,Yes,4,B,79.9,Physical
6800,CSC 418,Pattern Recognition and Computer vision,3,E,Yes,4,B,78.1,Hybrid
6801,CSC 418,Pattern Recognition and Computer vision,3,E,Yes,4,A,84.3,Hybrid
6802,CSC 418,Pattern Recognition and Computer vision,3,E,No,4,A,86.7,Hybrid
6803,CSC 418,Pattern Recognition and Computer vision,3,E,Yes,4,B,82.2,Physical
6804,CSC 418,Pattern Recognition and Computer vision,3,E,Yes,4,C,72.7,Online
6805,CSC 418,Pattern Recognition and Computer vision,3,E,Yes,4,A,80.4,Physical
